"MTU","Out Area","In Area","Physical Flow (MW)"
"11/07/2025 00:00:00 - 11/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","1043.01"
"11/07/2025 01:00:00 - 11/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 01:00:00 - 11/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","994.47"
"11/07/2025 02:00:00 - 11/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 02:00:00 - 11/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","743.64"
"11/07/2025 03:00:00 - 11/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 03:00:00 - 11/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","885.28"
"11/07/2025 04:00:00 - 11/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 04:00:00 - 11/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","906.59"
"11/07/2025 05:00:00 - 11/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 05:00:00 - 11/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","827.13"
"11/07/2025 06:00:00 - 11/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 06:00:00 - 11/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","563.58"
"11/07/2025 07:00:00 - 11/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 07:00:00 - 11/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","706.87"
"11/07/2025 08:00:00 - 11/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 08:00:00 - 11/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","979.96"
"11/07/2025 09:00:00 - 11/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 09:00:00 - 11/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","1043.23"
"11/07/2025 10:00:00 - 11/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 10:00:00 - 11/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","1038.15"
"11/07/2025 11:00:00 - 11/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 11:00:00 - 11/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","744.08"
"11/07/2025 12:00:00 - 11/07/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 12:00:00 - 11/07/2025 13:00:00","BZN|GB","BZN|IE(SEM)","514.26"
"11/07/2025 13:00:00 - 11/07/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 13:00:00 - 11/07/2025 14:00:00","BZN|GB","BZN|IE(SEM)","514.94"
"11/07/2025 14:00:00 - 11/07/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 14:00:00 - 11/07/2025 15:00:00","BZN|GB","BZN|IE(SEM)","537.37"
"11/07/2025 15:00:00 - 11/07/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 15:00:00 - 11/07/2025 16:00:00","BZN|GB","BZN|IE(SEM)","455.16"
"11/07/2025 16:00:00 - 11/07/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 16:00:00 - 11/07/2025 17:00:00","BZN|GB","BZN|IE(SEM)","311.57"
"11/07/2025 17:00:00 - 11/07/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 17:00:00 - 11/07/2025 18:00:00","BZN|GB","BZN|IE(SEM)","85.16"
"11/07/2025 18:00:00 - 11/07/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 18:00:00 - 11/07/2025 19:00:00","BZN|GB","BZN|IE(SEM)","243.18"
"11/07/2025 19:00:00 - 11/07/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 19:00:00 - 11/07/2025 20:00:00","BZN|GB","BZN|IE(SEM)","665.07"
"11/07/2025 20:00:00 - 11/07/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 20:00:00 - 11/07/2025 21:00:00","BZN|GB","BZN|IE(SEM)","678.16"
"11/07/2025 21:00:00 - 11/07/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 21:00:00 - 11/07/2025 22:00:00","BZN|GB","BZN|IE(SEM)","891.03"
"11/07/2025 22:00:00 - 11/07/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 22:00:00 - 11/07/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.28"
"11/07/2025 23:00:00 - 12/07/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"11/07/2025 23:00:00 - 12/07/2025 00:00:00","BZN|GB","BZN|IE(SEM)","883.27"
"12/07/2025 00:00:00 - 12/07/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 00:00:00 - 12/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","763.21"
"12/07/2025 01:00:00 - 12/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 01:00:00 - 12/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","544.74"
"12/07/2025 02:00:00 - 12/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 02:00:00 - 12/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","563.58"
"12/07/2025 03:00:00 - 12/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 03:00:00 - 12/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","436.91"
"12/07/2025 04:00:00 - 12/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 04:00:00 - 12/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","321.38"
"12/07/2025 05:00:00 - 12/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 05:00:00 - 12/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","257.43"
"12/07/2025 06:00:00 - 12/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 06:00:00 - 12/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","497.62"
"12/07/2025 07:00:00 - 12/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 07:00:00 - 12/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","588.79"
"12/07/2025 08:00:00 - 12/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 08:00:00 - 12/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","566.66"
"12/07/2025 09:00:00 - 12/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 09:00:00 - 12/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","751.83"
"12/07/2025 10:00:00 - 12/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 10:00:00 - 12/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","804.89"
"12/07/2025 11:00:00 - 12/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 11:00:00 - 12/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","893.86"
"12/07/2025 12:00:00 - 12/07/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 12:00:00 - 12/07/2025 13:00:00","BZN|GB","BZN|IE(SEM)","647.05"
"12/07/2025 13:00:00 - 12/07/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 13:00:00 - 12/07/2025 14:00:00","BZN|GB","BZN|IE(SEM)","740.68"
"12/07/2025 14:00:00 - 12/07/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 14:00:00 - 12/07/2025 15:00:00","BZN|GB","BZN|IE(SEM)","580.79"
"12/07/2025 15:00:00 - 12/07/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 15:00:00 - 12/07/2025 16:00:00","BZN|GB","BZN|IE(SEM)","647.94"
"12/07/2025 16:00:00 - 12/07/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 16:00:00 - 12/07/2025 17:00:00","BZN|GB","BZN|IE(SEM)","552.75"
"12/07/2025 17:00:00 - 12/07/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 17:00:00 - 12/07/2025 18:00:00","BZN|GB","BZN|IE(SEM)","539.57"
"12/07/2025 18:00:00 - 12/07/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 18:00:00 - 12/07/2025 19:00:00","BZN|GB","BZN|IE(SEM)","438.89"
"12/07/2025 19:00:00 - 12/07/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 19:00:00 - 12/07/2025 20:00:00","BZN|GB","BZN|IE(SEM)","494.51"
"12/07/2025 20:00:00 - 12/07/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 20:00:00 - 12/07/2025 21:00:00","BZN|GB","BZN|IE(SEM)","418.85"
"12/07/2025 21:00:00 - 12/07/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 21:00:00 - 12/07/2025 22:00:00","BZN|GB","BZN|IE(SEM)","508.90"
"12/07/2025 22:00:00 - 12/07/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 22:00:00 - 12/07/2025 23:00:00","BZN|GB","BZN|IE(SEM)","646.95"
"12/07/2025 23:00:00 - 13/07/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"12/07/2025 23:00:00 - 13/07/2025 00:00:00","BZN|GB","BZN|IE(SEM)","690.68"
"13/07/2025 00:00:00 - 13/07/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 00:00:00 - 13/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","625.31"
"13/07/2025 01:00:00 - 13/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 01:00:00 - 13/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","503.95"
"13/07/2025 02:00:00 - 13/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 02:00:00 - 13/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","286.72"
"13/07/2025 03:00:00 - 13/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 03:00:00 - 13/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","277.01"
"13/07/2025 04:00:00 - 13/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 04:00:00 - 13/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","197.41"
"13/07/2025 05:00:00 - 13/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 05:00:00 - 13/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","168.50"
"13/07/2025 06:00:00 - 13/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 06:00:00 - 13/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","174.03"
"13/07/2025 07:00:00 - 13/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 07:00:00 - 13/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","226.94"
"13/07/2025 08:00:00 - 13/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 08:00:00 - 13/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","335.92"
"13/07/2025 09:00:00 - 13/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 09:00:00 - 13/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","663.22"
"13/07/2025 10:00:00 - 13/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 10:00:00 - 13/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","750.16"
"13/07/2025 11:00:00 - 13/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 11:00:00 - 13/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","753.08"
"13/07/2025 12:00:00 - 13/07/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 12:00:00 - 13/07/2025 13:00:00","BZN|GB","BZN|IE(SEM)","622.68"
"13/07/2025 13:00:00 - 13/07/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 13:00:00 - 13/07/2025 14:00:00","BZN|GB","BZN|IE(SEM)","201.91"
"13/07/2025 14:00:00 - 13/07/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 14:00:00 - 13/07/2025 15:00:00","BZN|GB","BZN|IE(SEM)","55.79"
"13/07/2025 15:00:00 - 13/07/2025 16:00:00","BZN|IE(SEM)","BZN|GB","70.90"
"13/07/2025 15:00:00 - 13/07/2025 16:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"13/07/2025 16:00:00 - 13/07/2025 17:00:00","BZN|IE(SEM)","BZN|GB","3.91"
"13/07/2025 16:00:00 - 13/07/2025 17:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"13/07/2025 17:00:00 - 13/07/2025 18:00:00","BZN|IE(SEM)","BZN|GB","96.97"
"13/07/2025 17:00:00 - 13/07/2025 18:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"13/07/2025 18:00:00 - 13/07/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 18:00:00 - 13/07/2025 19:00:00","BZN|GB","BZN|IE(SEM)","3.95"
"13/07/2025 19:00:00 - 13/07/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 19:00:00 - 13/07/2025 20:00:00","BZN|GB","BZN|IE(SEM)","98.77"
"13/07/2025 20:00:00 - 13/07/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 20:00:00 - 13/07/2025 21:00:00","BZN|GB","BZN|IE(SEM)","379.15"
"13/07/2025 21:00:00 - 13/07/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 21:00:00 - 13/07/2025 22:00:00","BZN|GB","BZN|IE(SEM)","507.97"
"13/07/2025 22:00:00 - 13/07/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 22:00:00 - 13/07/2025 23:00:00","BZN|GB","BZN|IE(SEM)","721.04"
"13/07/2025 23:00:00 - 14/07/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"13/07/2025 23:00:00 - 14/07/2025 00:00:00","BZN|GB","BZN|IE(SEM)","1014.21"
"14/07/2025 00:00:00 - 14/07/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 00:00:00 - 14/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","1098.29"
"14/07/2025 01:00:00 - 14/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 01:00:00 - 14/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","867.34"
"14/07/2025 02:00:00 - 14/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 02:00:00 - 14/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","554.81"
"14/07/2025 03:00:00 - 14/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 03:00:00 - 14/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","626.42"
"14/07/2025 04:00:00 - 14/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 04:00:00 - 14/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","605.67"
"14/07/2025 05:00:00 - 14/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 05:00:00 - 14/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","516.05"
"14/07/2025 06:00:00 - 14/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 06:00:00 - 14/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","387.24"
"14/07/2025 07:00:00 - 14/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 07:00:00 - 14/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","287.63"
"14/07/2025 08:00:00 - 14/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 08:00:00 - 14/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","166.71"
"14/07/2025 09:00:00 - 14/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 09:00:00 - 14/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","597.93"
"14/07/2025 10:00:00 - 14/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 10:00:00 - 14/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","142.25"
"14/07/2025 11:00:00 - 14/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.44"
"14/07/2025 11:00:00 - 14/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 12:00:00 - 14/07/2025 13:00:00","BZN|IE(SEM)","BZN|GB","57.24"
"14/07/2025 12:00:00 - 14/07/2025 13:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 13:00:00 - 14/07/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 13:00:00 - 14/07/2025 14:00:00","BZN|GB","BZN|IE(SEM)","98.12"
"14/07/2025 14:00:00 - 14/07/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 14:00:00 - 14/07/2025 15:00:00","BZN|GB","BZN|IE(SEM)","87.19"
"14/07/2025 15:00:00 - 14/07/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 15:00:00 - 14/07/2025 16:00:00","BZN|GB","BZN|IE(SEM)","80.55"
"14/07/2025 16:00:00 - 14/07/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 16:00:00 - 14/07/2025 17:00:00","BZN|GB","BZN|IE(SEM)","44.78"
"14/07/2025 17:00:00 - 14/07/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 17:00:00 - 14/07/2025 18:00:00","BZN|GB","BZN|IE(SEM)","177.62"
"14/07/2025 18:00:00 - 14/07/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/07/2025 18:00:00 - 14/07/2025 19:00:00","BZN|GB","BZN|IE(SEM)","6.96"
"14/07/2025 19:00:00 - 14/07/2025 20:00:00","BZN|IE(SEM)","BZN|GB","27.54"
"14/07/2025 19:00:00 - 14/07/2025 20:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 20:00:00 - 14/07/2025 21:00:00","BZN|IE(SEM)","BZN|GB","263.40"
"14/07/2025 20:00:00 - 14/07/2025 21:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 21:00:00 - 14/07/2025 22:00:00","BZN|IE(SEM)","BZN|GB","321.00"
"14/07/2025 21:00:00 - 14/07/2025 22:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 22:00:00 - 14/07/2025 23:00:00","BZN|IE(SEM)","BZN|GB","233.63"
"14/07/2025 22:00:00 - 14/07/2025 23:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"14/07/2025 23:00:00 - 15/07/2025 00:00:00","BZN|IE(SEM)","BZN|GB","326.17"
"14/07/2025 23:00:00 - 15/07/2025 00:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 00:00:00 - 15/07/2025 01:00:00","BZN|IE(SEM)","BZN|GB","368.28"
"15/07/2025 00:00:00 - 15/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 01:00:00 - 15/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","272.37"
"15/07/2025 01:00:00 - 15/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 02:00:00 - 15/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","79.87"
"15/07/2025 02:00:00 - 15/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 03:00:00 - 15/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","37.13"
"15/07/2025 03:00:00 - 15/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 04:00:00 - 15/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 04:00:00 - 15/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","76.20"
"15/07/2025 05:00:00 - 15/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","31.36"
"15/07/2025 05:00:00 - 15/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 06:00:00 - 15/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","212.96"
"15/07/2025 06:00:00 - 15/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 07:00:00 - 15/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","62.34"
"15/07/2025 07:00:00 - 15/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 08:00:00 - 15/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 08:00:00 - 15/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","424.08"
"15/07/2025 09:00:00 - 15/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 09:00:00 - 15/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","981.56"
"15/07/2025 10:00:00 - 15/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 10:00:00 - 15/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","1102.13"
"15/07/2025 11:00:00 - 15/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 11:00:00 - 15/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","1074.85"
"15/07/2025 12:00:00 - 15/07/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 12:00:00 - 15/07/2025 13:00:00","BZN|GB","BZN|IE(SEM)","697.84"
"15/07/2025 13:00:00 - 15/07/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 13:00:00 - 15/07/2025 14:00:00","BZN|GB","BZN|IE(SEM)","402.97"
"15/07/2025 14:00:00 - 15/07/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 14:00:00 - 15/07/2025 15:00:00","BZN|GB","BZN|IE(SEM)","244.45"
"15/07/2025 15:00:00 - 15/07/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 15:00:00 - 15/07/2025 16:00:00","BZN|GB","BZN|IE(SEM)","124.53"
"15/07/2025 16:00:00 - 15/07/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 16:00:00 - 15/07/2025 17:00:00","BZN|GB","BZN|IE(SEM)","15.49"
"15/07/2025 17:00:00 - 15/07/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 17:00:00 - 15/07/2025 18:00:00","BZN|GB","BZN|IE(SEM)","10.16"
"15/07/2025 18:00:00 - 15/07/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 18:00:00 - 15/07/2025 19:00:00","BZN|GB","BZN|IE(SEM)","136.70"
"15/07/2025 19:00:00 - 15/07/2025 20:00:00","BZN|IE(SEM)","BZN|GB","211.74"
"15/07/2025 19:00:00 - 15/07/2025 20:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/07/2025 20:00:00 - 15/07/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 20:00:00 - 15/07/2025 21:00:00","BZN|GB","BZN|IE(SEM)","185.60"
"15/07/2025 21:00:00 - 15/07/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 21:00:00 - 15/07/2025 22:00:00","BZN|GB","BZN|IE(SEM)","596.66"
"15/07/2025 22:00:00 - 15/07/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 22:00:00 - 15/07/2025 23:00:00","BZN|GB","BZN|IE(SEM)","866.13"
"15/07/2025 23:00:00 - 16/07/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/07/2025 23:00:00 - 16/07/2025 00:00:00","BZN|GB","BZN|IE(SEM)","1193.92"
"16/07/2025 00:00:00 - 16/07/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 00:00:00 - 16/07/2025 01:00:00","BZN|GB","BZN|IE(SEM)","1266.15"
"16/07/2025 01:00:00 - 16/07/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 01:00:00 - 16/07/2025 02:00:00","BZN|GB","BZN|IE(SEM)","948.28"
"16/07/2025 02:00:00 - 16/07/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 02:00:00 - 16/07/2025 03:00:00","BZN|GB","BZN|IE(SEM)","874.09"
"16/07/2025 03:00:00 - 16/07/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 03:00:00 - 16/07/2025 04:00:00","BZN|GB","BZN|IE(SEM)","882.09"
"16/07/2025 04:00:00 - 16/07/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 04:00:00 - 16/07/2025 05:00:00","BZN|GB","BZN|IE(SEM)","834.46"
"16/07/2025 05:00:00 - 16/07/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 05:00:00 - 16/07/2025 06:00:00","BZN|GB","BZN|IE(SEM)","811.84"
"16/07/2025 06:00:00 - 16/07/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 06:00:00 - 16/07/2025 07:00:00","BZN|GB","BZN|IE(SEM)","811.33"
"16/07/2025 07:00:00 - 16/07/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 07:00:00 - 16/07/2025 08:00:00","BZN|GB","BZN|IE(SEM)","1010.18"
"16/07/2025 08:00:00 - 16/07/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 08:00:00 - 16/07/2025 09:00:00","BZN|GB","BZN|IE(SEM)","1293.60"
"16/07/2025 09:00:00 - 16/07/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 09:00:00 - 16/07/2025 10:00:00","BZN|GB","BZN|IE(SEM)","1393.81"
"16/07/2025 10:00:00 - 16/07/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 10:00:00 - 16/07/2025 11:00:00","BZN|GB","BZN|IE(SEM)","1347.66"
"16/07/2025 11:00:00 - 16/07/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/07/2025 11:00:00 - 16/07/2025 12:00:00","BZN|GB","BZN|IE(SEM)","1236.14"
