"MTU","Out Area","In Area","Physical Flow (MW)"
"14/09/2025 20:00:00 - 14/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/09/2025 20:00:00 - 14/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","22.45"
"14/09/2025 21:00:00 - 14/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/09/2025 21:00:00 - 14/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","146.49"
"14/09/2025 22:00:00 - 14/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/09/2025 22:00:00 - 14/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","78.19"
"14/09/2025 23:00:00 - 15/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"14/09/2025 23:00:00 - 15/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","181.22"
"15/09/2025 00:00:00 - 15/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 00:00:00 - 15/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","230.40"
"15/09/2025 01:00:00 - 15/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 01:00:00 - 15/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","110.28"
"15/09/2025 02:00:00 - 15/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 02:00:00 - 15/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","175.74"
"15/09/2025 03:00:00 - 15/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 03:00:00 - 15/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","156.88"
"15/09/2025 04:00:00 - 15/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 04:00:00 - 15/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","12.78"
"15/09/2025 05:00:00 - 15/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","128.81"
"15/09/2025 05:00:00 - 15/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/09/2025 06:00:00 - 15/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","332.23"
"15/09/2025 06:00:00 - 15/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/09/2025 07:00:00 - 15/09/2025 08:00:00","BZN|IE(SEM)","BZN|GB","213.79"
"15/09/2025 07:00:00 - 15/09/2025 08:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"15/09/2025 08:00:00 - 15/09/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 08:00:00 - 15/09/2025 09:00:00","BZN|GB","BZN|IE(SEM)","198.04"
"15/09/2025 09:00:00 - 15/09/2025 10:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"15/09/2025 09:00:00 - 15/09/2025 10:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"15/09/2025 10:00:00 - 15/09/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 10:00:00 - 15/09/2025 11:00:00","BZN|GB","BZN|IE(SEM)","573.62"
"15/09/2025 11:00:00 - 15/09/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 11:00:00 - 15/09/2025 12:00:00","BZN|GB","BZN|IE(SEM)","501.16"
"15/09/2025 12:00:00 - 15/09/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 12:00:00 - 15/09/2025 13:00:00","BZN|GB","BZN|IE(SEM)","303.41"
"15/09/2025 13:00:00 - 15/09/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 13:00:00 - 15/09/2025 14:00:00","BZN|GB","BZN|IE(SEM)","388.92"
"15/09/2025 14:00:00 - 15/09/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 14:00:00 - 15/09/2025 15:00:00","BZN|GB","BZN|IE(SEM)","297.53"
"15/09/2025 15:00:00 - 15/09/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 15:00:00 - 15/09/2025 16:00:00","BZN|GB","BZN|IE(SEM)","226.88"
"15/09/2025 16:00:00 - 15/09/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 16:00:00 - 15/09/2025 17:00:00","BZN|GB","BZN|IE(SEM)","148.05"
"15/09/2025 17:00:00 - 15/09/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 17:00:00 - 15/09/2025 18:00:00","BZN|GB","BZN|IE(SEM)","45.93"
"15/09/2025 18:00:00 - 15/09/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 18:00:00 - 15/09/2025 19:00:00","BZN|GB","BZN|IE(SEM)","81.38"
"15/09/2025 19:00:00 - 15/09/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 19:00:00 - 15/09/2025 20:00:00","BZN|GB","BZN|IE(SEM)","17.54"
"15/09/2025 20:00:00 - 15/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 20:00:00 - 15/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","262.17"
"15/09/2025 21:00:00 - 15/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 21:00:00 - 15/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","443.60"
"15/09/2025 22:00:00 - 15/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 22:00:00 - 15/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","428.62"
"15/09/2025 23:00:00 - 16/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"15/09/2025 23:00:00 - 16/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","457.57"
"16/09/2025 00:00:00 - 16/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 00:00:00 - 16/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","736.97"
"16/09/2025 01:00:00 - 16/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 01:00:00 - 16/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","862.31"
"16/09/2025 02:00:00 - 16/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 02:00:00 - 16/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","1071.67"
"16/09/2025 03:00:00 - 16/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 03:00:00 - 16/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","1404.83"
"16/09/2025 04:00:00 - 16/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 04:00:00 - 16/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","1441.56"
"16/09/2025 05:00:00 - 16/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 05:00:00 - 16/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","1441.41"
"16/09/2025 06:00:00 - 16/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"16/09/2025 06:00:00 - 16/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"16/09/2025 07:00:00 - 16/09/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 07:00:00 - 16/09/2025 08:00:00","BZN|GB","BZN|IE(SEM)","1491.78"
"16/09/2025 08:00:00 - 16/09/2025 09:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"16/09/2025 08:00:00 - 16/09/2025 09:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"16/09/2025 09:00:00 - 16/09/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 09:00:00 - 16/09/2025 10:00:00","BZN|GB","BZN|IE(SEM)","1491.80"
"16/09/2025 10:00:00 - 16/09/2025 11:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"16/09/2025 10:00:00 - 16/09/2025 11:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"16/09/2025 11:00:00 - 16/09/2025 12:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"16/09/2025 11:00:00 - 16/09/2025 12:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"16/09/2025 12:00:00 - 16/09/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 12:00:00 - 16/09/2025 13:00:00","BZN|GB","BZN|IE(SEM)","1491.65"
"16/09/2025 13:00:00 - 16/09/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 13:00:00 - 16/09/2025 14:00:00","BZN|GB","BZN|IE(SEM)","1491.74"
"16/09/2025 14:00:00 - 16/09/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 14:00:00 - 16/09/2025 15:00:00","BZN|GB","BZN|IE(SEM)","1491.28"
"16/09/2025 15:00:00 - 16/09/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 15:00:00 - 16/09/2025 16:00:00","BZN|GB","BZN|IE(SEM)","1492.00"
"16/09/2025 16:00:00 - 16/09/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 16:00:00 - 16/09/2025 17:00:00","BZN|GB","BZN|IE(SEM)","1491.47"
"16/09/2025 17:00:00 - 16/09/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 17:00:00 - 16/09/2025 18:00:00","BZN|GB","BZN|IE(SEM)","1491.99"
"16/09/2025 18:00:00 - 16/09/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 18:00:00 - 16/09/2025 19:00:00","BZN|GB","BZN|IE(SEM)","1491.69"
"16/09/2025 19:00:00 - 16/09/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 19:00:00 - 16/09/2025 20:00:00","BZN|GB","BZN|IE(SEM)","1491.70"
"16/09/2025 20:00:00 - 16/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 20:00:00 - 16/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","1477.29"
"16/09/2025 21:00:00 - 16/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"16/09/2025 21:00:00 - 16/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","1090.76"
"16/09/2025 22:00:00 - 16/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"16/09/2025 22:00:00 - 16/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"16/09/2025 23:00:00 - 17/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","80.90"
"16/09/2025 23:00:00 - 17/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 00:00:00 - 17/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","339.87"
"17/09/2025 00:00:00 - 17/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 01:00:00 - 17/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","693.50"
"17/09/2025 01:00:00 - 17/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 02:00:00 - 17/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","909.40"
"17/09/2025 02:00:00 - 17/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 03:00:00 - 17/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"17/09/2025 03:00:00 - 17/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"17/09/2025 04:00:00 - 17/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","991.75"
"17/09/2025 04:00:00 - 17/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 05:00:00 - 17/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","1000.38"
"17/09/2025 05:00:00 - 17/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 06:00:00 - 17/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","799.36"
"17/09/2025 06:00:00 - 17/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 07:00:00 - 17/09/2025 08:00:00","BZN|IE(SEM)","BZN|GB","851.00"
"17/09/2025 07:00:00 - 17/09/2025 08:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 08:00:00 - 17/09/2025 09:00:00","BZN|IE(SEM)","BZN|GB","244.44"
"17/09/2025 08:00:00 - 17/09/2025 09:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 09:00:00 - 17/09/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 09:00:00 - 17/09/2025 10:00:00","BZN|GB","BZN|IE(SEM)","51.79"
"17/09/2025 10:00:00 - 17/09/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 10:00:00 - 17/09/2025 11:00:00","BZN|GB","BZN|IE(SEM)","114.18"
"17/09/2025 11:00:00 - 17/09/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 11:00:00 - 17/09/2025 12:00:00","BZN|GB","BZN|IE(SEM)","31.70"
"17/09/2025 12:00:00 - 17/09/2025 13:00:00","BZN|IE(SEM)","BZN|GB","251.02"
"17/09/2025 12:00:00 - 17/09/2025 13:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 13:00:00 - 17/09/2025 14:00:00","BZN|IE(SEM)","BZN|GB","274.54"
"17/09/2025 13:00:00 - 17/09/2025 14:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 14:00:00 - 17/09/2025 15:00:00","BZN|IE(SEM)","BZN|GB","15.33"
"17/09/2025 14:00:00 - 17/09/2025 15:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 15:00:00 - 17/09/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 15:00:00 - 17/09/2025 16:00:00","BZN|GB","BZN|IE(SEM)","63.99"
"17/09/2025 16:00:00 - 17/09/2025 17:00:00","BZN|IE(SEM)","BZN|GB","45.69"
"17/09/2025 16:00:00 - 17/09/2025 17:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 17:00:00 - 17/09/2025 18:00:00","BZN|IE(SEM)","BZN|GB","157.54"
"17/09/2025 17:00:00 - 17/09/2025 18:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"17/09/2025 18:00:00 - 17/09/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 18:00:00 - 17/09/2025 19:00:00","BZN|GB","BZN|IE(SEM)","30.76"
"17/09/2025 19:00:00 - 17/09/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 19:00:00 - 17/09/2025 20:00:00","BZN|GB","BZN|IE(SEM)","17.41"
"17/09/2025 20:00:00 - 17/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 20:00:00 - 17/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","202.74"
"17/09/2025 21:00:00 - 17/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"17/09/2025 21:00:00 - 17/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"17/09/2025 22:00:00 - 17/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 22:00:00 - 17/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","819.69"
"17/09/2025 23:00:00 - 18/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"17/09/2025 23:00:00 - 18/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","820.75"
"18/09/2025 00:00:00 - 18/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 00:00:00 - 18/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","933.21"
"18/09/2025 01:00:00 - 18/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 01:00:00 - 18/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","878.53"
"18/09/2025 02:00:00 - 18/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 02:00:00 - 18/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","895.35"
"18/09/2025 03:00:00 - 18/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 03:00:00 - 18/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","1095.73"
"18/09/2025 04:00:00 - 18/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 04:00:00 - 18/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","1293.50"
"18/09/2025 05:00:00 - 18/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 05:00:00 - 18/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","1218.30"
"18/09/2025 06:00:00 - 18/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 06:00:00 - 18/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","1305.11"
"18/09/2025 07:00:00 - 18/09/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 07:00:00 - 18/09/2025 08:00:00","BZN|GB","BZN|IE(SEM)","1128.34"
"18/09/2025 08:00:00 - 18/09/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 08:00:00 - 18/09/2025 09:00:00","BZN|GB","BZN|IE(SEM)","899.13"
"18/09/2025 09:00:00 - 18/09/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 09:00:00 - 18/09/2025 10:00:00","BZN|GB","BZN|IE(SEM)","964.53"
"18/09/2025 10:00:00 - 18/09/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 10:00:00 - 18/09/2025 11:00:00","BZN|GB","BZN|IE(SEM)","964.38"
"18/09/2025 11:00:00 - 18/09/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 11:00:00 - 18/09/2025 12:00:00","BZN|GB","BZN|IE(SEM)","964.42"
"18/09/2025 12:00:00 - 18/09/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 12:00:00 - 18/09/2025 13:00:00","BZN|GB","BZN|IE(SEM)","964.33"
"18/09/2025 13:00:00 - 18/09/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 13:00:00 - 18/09/2025 14:00:00","BZN|GB","BZN|IE(SEM)","964.44"
"18/09/2025 14:00:00 - 18/09/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 14:00:00 - 18/09/2025 15:00:00","BZN|GB","BZN|IE(SEM)","964.41"
"18/09/2025 15:00:00 - 18/09/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 15:00:00 - 18/09/2025 16:00:00","BZN|GB","BZN|IE(SEM)","964.40"
"18/09/2025 16:00:00 - 18/09/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 16:00:00 - 18/09/2025 17:00:00","BZN|GB","BZN|IE(SEM)","963.51"
"18/09/2025 17:00:00 - 18/09/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 17:00:00 - 18/09/2025 18:00:00","BZN|GB","BZN|IE(SEM)","630.09"
"18/09/2025 18:00:00 - 18/09/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"18/09/2025 18:00:00 - 18/09/2025 19:00:00","BZN|GB","BZN|IE(SEM)","153.48"
"18/09/2025 19:00:00 - 18/09/2025 20:00:00","BZN|IE(SEM)","BZN|GB","137.76"
"18/09/2025 19:00:00 - 18/09/2025 20:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"18/09/2025 20:00:00 - 18/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","372.98"
"18/09/2025 20:00:00 - 18/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"18/09/2025 21:00:00 - 18/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","432.79"
"18/09/2025 21:00:00 - 18/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"18/09/2025 22:00:00 - 18/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","334.40"
"18/09/2025 22:00:00 - 18/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"18/09/2025 23:00:00 - 19/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","147.08"
"18/09/2025 23:00:00 - 19/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"19/09/2025 00:00:00 - 19/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"19/09/2025 00:00:00 - 19/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"19/09/2025 01:00:00 - 19/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 01:00:00 - 19/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","723.62"
"19/09/2025 02:00:00 - 19/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","N/A"
"19/09/2025 02:00:00 - 19/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","N/A"
"19/09/2025 03:00:00 - 19/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 03:00:00 - 19/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","832.18"
"19/09/2025 04:00:00 - 19/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 04:00:00 - 19/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","832.20"
"19/09/2025 05:00:00 - 19/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 05:00:00 - 19/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","831.90"
"19/09/2025 06:00:00 - 19/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 06:00:00 - 19/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","860.03"
"19/09/2025 07:00:00 - 19/09/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 07:00:00 - 19/09/2025 08:00:00","BZN|GB","BZN|IE(SEM)","961.25"
"19/09/2025 08:00:00 - 19/09/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 08:00:00 - 19/09/2025 09:00:00","BZN|GB","BZN|IE(SEM)","949.54"
"19/09/2025 09:00:00 - 19/09/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 09:00:00 - 19/09/2025 10:00:00","BZN|GB","BZN|IE(SEM)","1149.00"
"19/09/2025 10:00:00 - 19/09/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 10:00:00 - 19/09/2025 11:00:00","BZN|GB","BZN|IE(SEM)","1167.22"
"19/09/2025 11:00:00 - 19/09/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 11:00:00 - 19/09/2025 12:00:00","BZN|GB","BZN|IE(SEM)","1330.05"
"19/09/2025 12:00:00 - 19/09/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 12:00:00 - 19/09/2025 13:00:00","BZN|GB","BZN|IE(SEM)","1361.81"
"19/09/2025 13:00:00 - 19/09/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 13:00:00 - 19/09/2025 14:00:00","BZN|GB","BZN|IE(SEM)","1404.76"
"19/09/2025 14:00:00 - 19/09/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 14:00:00 - 19/09/2025 15:00:00","BZN|GB","BZN|IE(SEM)","1491.66"
"19/09/2025 15:00:00 - 19/09/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 15:00:00 - 19/09/2025 16:00:00","BZN|GB","BZN|IE(SEM)","1491.62"
"19/09/2025 16:00:00 - 19/09/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 16:00:00 - 19/09/2025 17:00:00","BZN|GB","BZN|IE(SEM)","1398.16"
"19/09/2025 17:00:00 - 19/09/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 17:00:00 - 19/09/2025 18:00:00","BZN|GB","BZN|IE(SEM)","1312.12"
"19/09/2025 18:00:00 - 19/09/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 18:00:00 - 19/09/2025 19:00:00","BZN|GB","BZN|IE(SEM)","1267.28"
"19/09/2025 19:00:00 - 19/09/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 19:00:00 - 19/09/2025 20:00:00","BZN|GB","BZN|IE(SEM)","1116.95"
"19/09/2025 20:00:00 - 19/09/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 20:00:00 - 19/09/2025 21:00:00","BZN|GB","BZN|IE(SEM)","1121.74"
"19/09/2025 21:00:00 - 19/09/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 21:00:00 - 19/09/2025 22:00:00","BZN|GB","BZN|IE(SEM)","1274.47"
"19/09/2025 22:00:00 - 19/09/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 22:00:00 - 19/09/2025 23:00:00","BZN|GB","BZN|IE(SEM)","1353.11"
"19/09/2025 23:00:00 - 20/09/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"19/09/2025 23:00:00 - 20/09/2025 00:00:00","BZN|GB","BZN|IE(SEM)","1409.37"
"20/09/2025 00:00:00 - 20/09/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 00:00:00 - 20/09/2025 01:00:00","BZN|GB","BZN|IE(SEM)","1361.39"
"20/09/2025 01:00:00 - 20/09/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 01:00:00 - 20/09/2025 02:00:00","BZN|GB","BZN|IE(SEM)","1257.33"
"20/09/2025 02:00:00 - 20/09/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 02:00:00 - 20/09/2025 03:00:00","BZN|GB","BZN|IE(SEM)","1144.65"
"20/09/2025 03:00:00 - 20/09/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 03:00:00 - 20/09/2025 04:00:00","BZN|GB","BZN|IE(SEM)","1085.24"
"20/09/2025 04:00:00 - 20/09/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 04:00:00 - 20/09/2025 05:00:00","BZN|GB","BZN|IE(SEM)","1039.10"
"20/09/2025 05:00:00 - 20/09/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 05:00:00 - 20/09/2025 06:00:00","BZN|GB","BZN|IE(SEM)","934.37"
"20/09/2025 06:00:00 - 20/09/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"20/09/2025 06:00:00 - 20/09/2025 07:00:00","BZN|GB","BZN|IE(SEM)","929.71"
